code,label
B01.1,Encéphalite varicelleuse 
B01.2,Pneumopathie varicelleuse 
B01.8,Varicelle avec autres complications
B01.9,Varicelle sans complication
B02,Zona [herpes zoster]
B02.2,Zona accompagné d'autres manifestations neurologiques
G53.0,Névralgie postzostérienne 
B02.3,Zona ophtalmique
B02.7,Zona disséminé
B02.8,Zona avec autres complications
B02.9,Zona sans complication
B03,Variole
B04,Monkeypox
B05,Rougeole
B05.2,Rougeole compliquée d'une pneumopathie 
B05.3,Rougeole compliquée d'une otite moyenne 
H67.1,Otite moyenne au cours de maladies virales classées ailleurs
B05.4,Rougeole avec complications intestinales
B05.8,Rougeole avec autres complications
B05.9,Rougeole sans complication
B06,Rubéole
P35.0,Syndrome de rubéole congénitale
B06.0,Rubéole avec complications neurologiques
B06.8,Rubéole avec autres complications
M01.4,Arthrite au cours de la rubéole 
B06.9,Rubéole sans complication
B07,Verrues d'origine virale
D14.1,Larynx
D41.4,Vessie
B08,"Autres infections virales caractérisées par des lésions cutanéomuqueuses, non classées ailleurs"
B08.0,Autres infections à orthopoxvirus
B08.2,Exanthème subit [sixième maladie] [roséole infantile]
B08.3,Érythème infectieux [cinquième maladie] [mégalérythème épidémique]
B08.4,"Stomatite vésiculaire avec exanthème, due à un entérovirus"
B08.8,"Autres infections virales précisées, caractérisées par des lésions cutanéomuqueuses"
B09,"Infection virale caractérisée par des lésions cutanéomuqueuses, sans précision"
B15,Hépatite aigüe A
B15-B19,Hépatite virale
B25.1,Hépatite à cytomégalovirus
B94.2,Séquelles d'hépatite virale
B15.0,Hépatite A avec coma hépatique
B15.9,Hépatite A sans coma hépatique
B16,Hépatite aigüe B
B16.0,"Hépatite aigüe B avec agent delta, avec coma hépatique"
B16.1,"Hépatite aigüe B avec agent delta, sans coma hépatique"
B16.2,"Hépatite aigüe B sans agent delta, avec coma hépatique"
B16.9,"Hépatite aigüe B, sans agent delta et sans coma hépatique"
B17,Autres hépatites virales aigües
B17.0,(Sur)infection aigüe par agent delta au cours de l'hépatite B chronique
B17.1,Hépatite aigüe C
B17.2,Hépatite aigüe E
B17.8,Autres hépatites virales aigües précisées
B17.9,"Hépatite virale aigüe, sans précision"
B18,Hépatite virale chronique
B18.0,Hépatite virale chronique B avec agent delta
B18.00,Hépatite virale chronique B avec agent delta - \ phase d'immunotolérance \
B18.09,Hépatite virale chronique B avec agent delta - \ phase autre et non spécifiée \
B18.1,Hépatite virale chronique B sans agent delta
B18.10,Hépatite virale chronique B sans agent delta - \ phase d'immunotolérance \
B18.19,Hépatite virale chronique B sans agent delta - \ phase autre et non spécifiée \
B18.2,Hépatite virale chronique C
B18.8,Autres hépatites virales chroniques
B18.9,"Hépatite virale chronique, sans précision"
B19,"Hépatite virale, sans précision"
B19.0,"Hépatite virale, sans précision, avec coma hépatique"
B19.9,"Hépatite virale, sans précision, sans coma hépatique"
B20,"Immunodéficience humaine virale [VIH], à l''origine de maladies infectieuses et parasitaires"
B23.0,Syndrome d'infection aigüe par VIH
O98.7,"Maladies dues au virus de l’immunodéficience [VIH] compliquant la grossesse, l''accouchement et la puerpéralité"
Z21,Infection asymptomatique par le virus de l'immunodéficience humaine [VIH]
B20.1,Maladie par VIH à l'origine d'autres infections bactériennes
B20.2,Maladie par VIH à l'origine d'infections à cytomégalovirus
B20.3,Maladie par VIH à l'origine d'autres infections virales
B20.4,Maladie par VIH à l'origine de candidose
B20.5,Maladie par VIH à l'origine d'autres mycoses
B20.6,Maladie par VIH à l'origine de pneumopathie à Pneumocystis carinii
B20.7,Maladie par VIH à l'origine d'infections multiples
B20.8,Maladie par VIH à l'origine d'autres maladies infectieuses et parasitaires
B20.9,Maladie par VIH à l'origine d'une maladie infectieuse ou parasitaire non précisée
B21,"Immunodéficience humaine virale [VIH], à l''origine de tumeurs malignes"
B21.0,Maladie par VIH à l'origine d'un sarcome de Kaposi
B21.1,Maladie par VIH à l'origine d'un lymphome de Burkitt
B21.2,Maladie par VIH à l'origine d'autres lymphomes non hodgkiniens
B21.3,"Maladie par VIH à l''origine d''autres tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés"
B21.7,Maladie par VIH à l'origine de tumeurs malignes multiples
B21.8,Maladie par VIH à l'origine d'autres tumeurs malignes
B21.9,"Maladie par VIH à l''origine d''une tumeur maligne, sans précision"
B22,"Immunodéficience humaine virale [VIH], à l''origine d''autres affections précisées"
B22.0,Maladie par VIH à l'origine d'une encéphalopathie
B22.1,Maladie par VIH à l'origine d'une pneumopathie lymphoïde interstitielle
B22.2,Maladie par VIH à l'origine d'un syndrome cachectique
B22.7,Maladie par VIH à l'origine de maladies multiples classées ailleurs
B23,"Immunodéficience humaine virale [VIH], à l''origine d''autres maladies"
B23.1,Maladie par VIH à l'origine d'adénopathies généralisées (persistantes)
B23.2,"Maladie par VIH à l''origine d''anomalies hématologiques et immunologiques, non classées ailleurs"
B23.8,Maladie par VIH à l'origine d'autres états précisés
B24,"Immunodéficience humaine virale [VIH], sans précision"
B25,Maladie à cytomégalovirus
B25-B34,Autres maladies virales
B27.1,Mononucléose à cytomégalovirus
P35.1,Infection congénitale à cytomégalovirus
B25.0,Pneumopathie à cytomégalovirus
B25.2,Pancréatite à cytomégalovirus
K87.1,Atteinte du pancréas au cours de maladies classées ailleurs
B25.8,Autres maladies à cytomégalovirus
H32.00,Rétinite à cytomégalovirus
B25.9,"Maladie à cytomégalovirus, sans précision"
B26,Oreillons
B26.0,Orchite ourlienne 
B26.3,Pancréatite ourlienne 
B26.8,Oreillons avec autres complications
I41.1,Myocardite au cours de maladies virales classées ailleurs
M01.5,Arthrite au cours d'autres maladies virales classées ailleurs
B26.9,Oreillons sans complication
B27,Mononucléose infectieuse
B27.8,Autres mononucléoses infectieuses
B27.9,"Mononucléose infectieuse, sans précision"
B30,Conjonctivite virale
B30.0,Kératoconjonctivite due à un adénovirus 
B30.1,Conjonctivite due à un adénovirus
B30.2,Pharyngoconjonctivite virale
B30.3,Conjonctivite hémorragique aigüe épidémique (entérovirale)
B30.8,Autres conjonctivites virales 
B30.9,"Conjonctivite virale, sans précision"
B33,"Autres maladies à virus, non classées ailleurs"
B33.0,Myalgie épidémique
B33.2,Cardite virale
B33.3,"Infections à rétrovirus, non classées ailleurs"
B33.8,Autres maladies à virus précisées
B34,"Infection virale, siège non précisé"
B97,"Virus, cause de maladies classées dans d''autres chapitres"
B34.0,"Infection adénovirale, siège non précisé"
B34.1,"Infection entérovirale, siège non précisé"
B34.2,"Infection coronavirale, siège non précisé"
U04.9,"Syndrome respiratoire aigu sévère [SRAS], sans précision"
B34.3,"Infection parvovirale, siège non précisé"
B34.4,"Infection papovavirale, siège non précisé"
B34.8,"Autres infections virales, siège non précisé"
B34.9,"Infection virale, sans précision"
B35,Dermatophytose
B35-B49,Mycoses
C84.0,Mycosis fongoïde
J67,Pneumopathie par hypersensibilité aux poussières organiques
B35.0,Teigne de la barbe et du cuir chevelu
B35.1,Teigne de l'ongle
B35.2,Teigne de la main
B35.3,Teigne du pied
B35.4,Teigne de la peau glabre
B35.5,Teigne imbriquée
B35.6,Dermatophytose inguinocrurale [Tinea cruris]
B35.8,Autres dermatophytoses
B35.9,"Dermatophytose, sans précision"
B36,Autres mycoses superficielles
B36.0,Pityriasis versicolor
B36.1,Tinea nigra
B36.2,Piedra blanche
B36.3,Piedra noire
B36.8,Autres mycoses superficielles précisées
B36.9,"Mycose superficielle, sans précision"
B37,Candidose
P37.5,Candidose du nouveau-né
B37.0,Stomatite à Candida
B37.1,Candidose pulmonaire
B37.2,Candidose de la peau et des ongles
L22,Dermite fessière du nourrisson
B37.3,Candidose de la vulve et du vagin 
N77.1,"Vaginite, vulvite et vulvovaginite au cours de maladies infectieuses et parasitaires classées ailleurs"
B37.4,Candidose d'autres localisations urogénitales
N37.0,Urétrite au cours de maladies classées ailleurs
B37.5,Méningite à Candida 
G02.1,Méningite au cours de mycoses classées ailleurs
B37.6,Endocardite à Candida 
B37.8,Autres localisations de candidose
K23.81,Œsophagite à Candida
B37.9,"Candidose, sans précision"
B38,Coccidioïdomycose
B38.0,Coccidioïdomycose pulmonaire aigüe
B38.1,Coccidioïdomycose pulmonaire chronique
B38.2,"Coccidioïdomycose pulmonaire, sans précision"
B38.3,Coccidioïdomycose cutanée
B38.4,Méningite à coccidioïdomycose 
B38.7,Coccidioïdomycose disséminée
B38.8,Autres formes de coccidioïdomycose
B38.9,"Coccidioïdomycose, sans précision"
B39,Histoplasmose
B39.0,Histoplasmose pulmonaire aigüe à Histoplasma capsulatum
B39.1,Histoplasmose pulmonaire chronique à Histoplasma capsulatum
B39.2,"Histoplasmose pulmonaire à Histoplasma capsulatum, sans précision"
B39.3,Histoplasmose disséminée à Histoplasma capsulatum
B39.4,"Histoplasmose à Histoplasma capsulatum, sans précision"
B39.5,Histoplasmose à Histoplasma duboisii
B39.9,"Histoplasmose, sans précision"
B40,Blastomycose
B41,Paracoccidioïdomycose
B48.0,Lobomycose
B40.0,Blastomycose pulmonaire aigüe
B40.1,Blastomycose pulmonaire chronique
B40.2,"Blastomycose pulmonaire, sans précision"
B40.3,Blastomycose cutanée
B40.7,Blastomycose disséminée
B40.8,Autres formes de blastomycose
B40.9,"Blastomycose, sans précision"
B41.0,Paracoccidioïdomycose pulmonaire
B41.7,Paracoccidioïdomycose disséminée
B41.8,Autres formes de paracoccidioïdomycose
B41.9,"Paracoccidioïdomycose, sans précision"
B42,Sporotrichose
B42.0,Sporotrichose pulmonaire 
B42.1,Sporotrichose lymphocutanée
B42.7,Sporotrichose disséminée
B42.8,Autres formes de sporotrichose
B42.9,"Sporotrichose, sans précision"
B43,Chromomycose [chromoblastomycose] et abcès phæohyphomycosique
B43.0,Chromomycose cutanée
B43.1,Abcès phæohyphomycosique du cerveau
B43.2,Abcès et kyste phæohyphomycosiques souscutanés
B43.8,Autres formes de chromomycose
B43.9,"Chromomycose, sans précision"
B44,Aspergillose
B44.0,Aspergillose pulmonaire invasive
B44.1,Autres aspergilloses pulmonaires
B44.2,Aspergillose amygdalienne
B44.7,Aspergillose disséminée
B44.8,Autres formes d'aspergillose
B44.9,"Aspergillose, sans précision"
B45,Cryptococcose
B45.0,Cryptococcose pulmonaire
B45.1,Cryptococcose cérébrale
B45.2,Cryptococcose cutanée
B45.3,Cryptococcose osseuse
B45.7,Cryptococcose disséminée
B45.8,Autres formes de cryptococcose
B45.9,"Cryptococcose, sans précision"
B46,Zygomycose
B46.0,Mucormycose pulmonaire
B46.1,Mucormycose rhinocérébrale
B46.2,Mucormycose gastro-intestinale
B46.3,Mucormycose cutanée
B46.4,Mucormycose disséminée
B46.5,"Mucormycose, sans précision"
B46.8,Autres zygomycoses
B46.9,"Zygomycose, sans précision"
B47,Mycétome
B47.0,Eumycétome
B47.9,"Mycétome, sans précision"
B48,"Autres mycoses, non classées ailleurs"
B48.1,Rhinosporidose
B48.2,Allescheriase
B48.3,Géotrichose
B48.4,Pénicilliose
B48.5,Pneumocystose
J17.2,Pneumopathie au cours de mycoses
B48.7,Mycoses opportunistes
B48.8,Autres mycoses précisées
B49,"Mycose, sans précision"
B50,Paludisme à Plasmodium falciparum
B50-B64,Maladies dues à des protozoaires
B50.0,Paludisme à Plasmodium falciparum avec complications cérébrales
B50.8,Autres formes sévères et compliquées de paludisme à Plasmodium falciparum
B50.9,"Paludisme à Plasmodium falciparum, sans précision"
B51,Paludisme à Plasmodium vivax
B51.0,"Paludisme à Plasmodium vivax, avec rupture de la rate"
B51.8,"Paludisme à Plasmodium vivax, avec autres complications"
B51.9,"Paludisme à Plasmodium vivax, sans complication"
B52,Paludisme à Plasmodium malariae
B52.0,"Paludisme à Plasmodium malariae, avec atteinte rénale"
B52.8,"Paludisme à Plasmodium malariae, avec autres complications"
B52.9,"Paludisme à Plasmodium malariae, sans complication"
B53,Autres paludismes confirmés par examen parasitologique
B53.0,Paludisme à Plasmodium ovale
B53.1,Paludisme à plasmodies simiennes
B53.8,"Autres paludismes, confirmés par examen parasitologique, non classés ailleurs"
B54,"Paludisme, sans précision"
B55,Leishmaniose
B55.0,Leishmaniose viscérale
B55.1,Leishmaniose cutanée
B55.2,Leishmaniose cutanéomuqueuse
B55.9,"Leishmaniose, sans précision"
B56,Trypanosomiase africaine
B56.0,Trypanosomiase à Trypanosoma gambiense
B56.1,Trypanosomiase à Trypanosoma rhodesiense
B56.9,"Trypanosomiase africaine, sans précision"
B57,Maladie de Chagas
B57.0,"Forme aigüe de la maladie de Chagas, avec atteinte cardiaque"
I41.2,Myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs
B57.1,"Forme aigüe de la maladie de Chagas, sans atteinte cardiaque"
B57.2,Maladie de Chagas (chronique) avec atteinte cardiaque
B57.3,Maladie de Chagas (chronique) avec atteinte de l'appareil digestif
B57.4,Maladie de Chagas (chronique) avec atteinte du système nerveux
B57.5,Maladie de Chagas (chronique) avec atteinte d'autres organes
B58,Toxoplasmose
P37.1,Toxoplasmose congénitale
B58.0,Oculopathie à Toxoplasma
H32.01,Rétinite à Toxoplasma
B58.1,Hépatite à Toxoplasma 
B58.2,Méningoencéphalite à Toxoplasma 
G05.2,"Encéphalite, myélite et encéphalomyélite au cours d''autres maladies infectieuses et parasitaires classées ailleurs"
B58.3,Toxoplasmose pulmonaire 
B58.8,Toxoplasmose avec atteinte d'autres organes
M63.1,Myosite au cours d'infections parasitaires et à protozoaires classées ailleurs
B58.9,"Toxoplasmose, sans précision"
B60,"Autres maladies dues à des protozoaires, non classées ailleurs"
B60.0,Babésiose
B60.1,Acanthamœbiose
B60.2,Nægleriase
B60.8,Autres maladies précisées dues à des protozoaires
B60.80,Microsporidiose extra-intestinale
B60.88,Maladie précisée due à d’autres protozoaires
B64,"Maladie due à des protozoaires, sans précision"
B65,Schistosomiase [bilharziose]
B65-B83,Helminthiases
B65.0,Schistosomiase due à Schistosoma haematobium [schistosomiase urinaire]
B65.1,Schistosomiase due à Schistosoma mansoni [schistosomiase intestinale]
B65.2,Schistosomiase due à Schistosoma japonicum
B65.3,Dermite cercarienne
B65.8,Autres formes de schistosomiase
B65.9,"Schistosomiase, sans précision"
B66,Autres infections par douves [distomatoses]
B66.0,Opisthorchiase
B66.1,Clonorchiase
B66.2,Dicrocœliase
B66.3,Fasciolase
B66.4,Paragonimiase
B66.5,Fasciolopsiase
B66.8,Autres infections par douves précisées
B66.9,"Infection par douves, sans précision"
B67,Échinococcose
B67.0,Infection hépatique à Echinococcus granulosus
B67.1,Infection pulmonaire à Echinococcus granulosus
B67.2,Infection osseuse à Echinococcus granulosus
B67.3,"Infections à Echinococcus granulosus, autres et à localisations multiples"
B67.4,"Infection à Echinococcus granulosus, sans précision"
B67.5,Infection hépatique à Echinococcus multilocularis
B67.6,"Infections à Echinococcus multilocularis, autres et à localisations multiples"
B67.7,"Infection à Echinococcus multilocularis, sans précision"
B67.8,"Infection hépatique à Echinococcus, sans précision"
B67.9,"Infections à Echinococcus, autres et sans précision"
B68,Infection à Taenia [téniase]
B69,Cysticercose
B68.0,Infection à Taenia solium
